SampleID	Name	Plant_ID	Type	Experiment	Cohort	Harvested	Age	Site	Treatment	Line	Genotype	Block	oldPlate	newPlate	Analysis
M1977P1690	8_0713.root	8_0713	root	ecotypes	2008	2011	3	Par	field	SILLow.3	SIL	8_15	p217	M1977	Ecotypes
M1551P68	8_0714.leaf	8_0714	leaf	ecotypes	2008	2011	3	Par	field	MIL.53.A	MIL	8_15	p200	M1551	Ecotypes
M1980P540	8_0714.root	8_0714	root	ecotypes	2008	2011	3	Par	field	MIL.53.A	MIL	8_15	p205	M1980	Ecotypes
M1551P52	8_0715.leaf	8_0715	leaf	ecotypes	2008	2011	3	Par	field	PAR.9.A1	PAR	8_15	p200	M1551	Ecotypes
M1980P487	8_0715.root	8_0715	root	ecotypes	2008	2011	3	Par	field	PAR.9.A1	PAR	8_15	p205	M1980	Ecotypes
M1555P204	8_0719.leaf	8_0719	leaf	ecotypes	2008	2011	3	Par	field	PAR.17.A1	PAR	8_15	p202	M1555	Ecotypes
M1979P404	8_0719.root	8_0719	root	ecotypes	2008	2011	3	Par	field	PAR.17.A1	PAR	8_15	p204	M1979	Ecotypes
M1982P705	8_0773.leaf	8_0773	leaf	ecotypes	2008	2011	3	Jam	field	MAH.9.B	MAH	8_17	p207	M1982	Ecotypes
M1555P212	8_0773.root	8_0773 	root	ecotypes	2008	2011	3	Jam	field	MAH.9.B	MAH	8_17	p202	M1555	Ecotypes
M1980P481	8_0775.leaf	8_0775	leaf	ecotypes	2008	2011	3	Jam	field	SILLow.5	SIL	8_17	p205	M1980	Ecotypes
M1979P383	8_0775.root	8_0775 	root	ecotypes	2008	2011	3	Jam	field	SILLow.5	SIL	8_17	p204	M1979	Ecotypes
M1981P632	8_0776.leaf	8_0776	leaf	ecotypes	2008	2011	3	Jam	field	JAM.22.A	JAM	8_17	p206	M1981	Ecotypes
M1555P240	8_0776.root	8_0776 	root	ecotypes	2008	2011	3	Jam	field	JAM.22.A	JAM	8_17	p202	M1555	Ecotypes
M1981P561	8_0790.leaf	8_0790	leaf	ecotypes	2008	2011	3	Jam	field	PAR.13.A	PAR	8_17	p206	M1981	Ecotypes
M1554P128	8_0790.root	8_0790 	root	ecotypes	2008	2011	3	Jam	field	PAR.13.A	PAR	8_17	p201	M1554	Ecotypes
M1982P664	8_0803.leaf	8_0803	leaf	ecotypes	2008	2011	3	Jam	field	MIL.20.B	MIL	8_17	p207	M1982	Ecotypes
M1978P356	8_0803.root	8_0803 	root	ecotypes	2008	2011	3	Jam	field	MIL.20.B	MIL	8_17	p203	M1978	Ecotypes
M1978P323	8_0820.leaf	8_0820	leaf	ecotypes	2008	2012	4	Mah	field	JAM.17.A	JAM	8_18	p203	M1978	Ecotypes
M1982P734	8_0820.root	8_0820	root	ecotypes	2008	2012	4	Mah	field	JAM.17.A	JAM	8_18	p207	M1982	Ecotypes
M1980P538	8_0821.leaf	8_0821	leaf	ecotypes	2008	2011	3	Mah	field	MAH.46.A	MAH	8_18	p205	M1980	Ecotypes
M1980P499	8_0821.root	8_0821	root	ecotypes	2008	2011	3	Mah	field	MAH.46.A	MAH	8_18	p205	M1980	Ecotypes
M1978P367	8_0822.leaf	8_0822	leaf	ecotypes	2008	2012	4	Mah	field	MIL.32.A1	MIL	8_18	p203	M1978	Ecotypes
M1980P536	8_0822.root	8_0822	root	ecotypes	2008	2012	4	Mah	field	MIL.32.A1	MIL	8_18	p205	M1980	Ecotypes
M1979P384	8_0823.leaf	8_0823	leaf	ecotypes	2008	2012	4	Mah	field	PAR.9.A1	PAR	8_18	p204	M1979	Ecotypes
M1982P682	8_0823.root	8_0823	root	ecotypes	2008	2012	4	Mah	field	PAR.9.A1	PAR	8_18	p207	M1982	Ecotypes
M1982P683	8_0828.leaf	8_0828	leaf	ecotypes	2008	2011	3	Mah	field	MIL.53.A	MIL	8_18	p207	M1982	Ecotypes
M1980P507	8_0828.root	8_0828	root	ecotypes	2008	2011	3	Mah	field	MIL.53.A	MIL	8_18	p205	M1980	Ecotypes
M1980P501	8_0833.leaf	8_0833	leaf	ecotypes	2008	2011	3	Mah	field	SILLow.7	SIL	8_18	p205	M1980	Ecotypes
M1955P745	8_0833.root	8_0833	root	ecotypes	2008	2011	3	Mah	field	SILLow.7	SIL	8_18	p208	M1955	Ecotypes
M1959P1152	8_0834.root	8_0834	root	ecotypes	2008	2012	4	Mah	field	MAH.48.A	MAH	8_18	p212	M1959	Ecotypes
M1978P344	8_0845.leaf	8_0845	leaf	ecotypes	2008	2012	4	Mah	field	SILLow.3	SIL	8_18	p203	M1978	Ecotypes
M1977P1715	8_0845.root	8_0845	root	ecotypes	2008	2012	4	Mah	field	SILLow.3	SIL	8_18	p217	M1977	Ecotypes
M1554P108	8_0849.leaf	8_0849	leaf	ecotypes	2008	2012	4	Mah	field	PAR.10.A6	PAR	8_18	p201	M1554	Ecotypes
M1980P552	8_0849.root	8_0849	root	ecotypes	2008	2012	4	Mah	field	PAR.10.A6	PAR	8_18	p205	M1980	Ecotypes
M1977P1711	8_0850.leaf	8_0850	leaf	ecotypes	2008	2011	3	Mah	field	PAR.29.B2	PAR	8_18	p217	M1977	Ecotypes
M1980P476	8_0850.root	8_0850	root	ecotypes	2008	2011	3	Mah	field	PAR.29.B2	PAR	8_18	p205	M1980	Ecotypes
M1982P646	8_0853.leaf	8_0853	leaf	ecotypes	2008	2011	3	Mah	field	JAM.6.A	JAM	8_18	p207	M1982	Ecotypes
M1982P703	8_0853.root	8_0853	root	ecotypes	2008	2011	3	Mah	field	JAM.6.A	JAM	8_18	p207	M1982	Ecotypes
M1981P584	8_0864.leaf	8_0864	leaf	ecotypes	2008	2011	3	Mah	field	SILupper.2	SIL	8_18	p206	M1981	Ecotypes
M1980P470	8_0864.root	8_0864	root	ecotypes	2008	2011	3	Mah	field	SILupper.2	SIL	8_18	p205	M1980	Ecotypes
M1979P410	8_0884.leaf	8_0884	leaf	ecotypes	2008	2012	4	Sil	field	JAM.15.A	JAM	8_19	p204	M1979	Ecotypes
M1978P366	8_0891.leaf	8_0891	leaf	ecotypes	2008	2012	4	Sil	field	SILLow.3	SIL	8_19	p203	M1978	Ecotypes
M1980P537	8_0891.root	8_0891	root	ecotypes	2008	2012	4	Sil	field	SILLow.3	SIL	8_19	p205	M1980	Ecotypes
M1956P899	8_0897.leaf	8_0897	leaf	ecotypes	2008	2011	3	Sil	field	MAH.46.A	MAH	8_19	p209	M1956	Ecotypes
M1551P29	8_0897.root	8_0897 	root	ecotypes	2008	2011	3	Sil	field	MAH.46.A	MAH	8_19	p200	M1551	Ecotypes
M1959P1106	8_0898.leaf	8_0898	leaf	ecotypes	2008	2011	3	Sil	field	SILLow.2	SIL	8_19	p212	M1959	Ecotypes
M1554P184	8_0898.root	8_0898 	root	ecotypes	2008	2011	3	Sil	field	SILLow.2	SIL	8_19	p201	M1554	Ecotypes
M1960P1238	8_0900.leaf	8_0900	leaf	ecotypes	2008	2011	3	Sil	field	PAR.22.A2	PAR	8_19	p213	M1960	Ecotypes
M1555P276	8_0900.root	8_0900 	root	ecotypes	2008	2011	3	Sil	field	PAR.22.A2	PAR	8_19	p202	M1555	Ecotypes
M1960P1211	8_0908.leaf	8_0908	leaf	ecotypes	2008	2012	4	Sil	field	PAR.10.A6	PAR	8_19	p213	M1960	Ecotypes
M1979P446	8_0908.root	8_0908	root	ecotypes	2008	2012	4	Sil	field	PAR.10.A6	PAR	8_19	p204	M1979	Ecotypes
M1955P767	8_0909.leaf	8_0909	leaf	ecotypes	2008	2011	3	Sil	field	MIL.70.A	MIL	8_19	p208	M1955	Ecotypes
M1555P207	8_0909.root	8_0909	root	ecotypes	2008	2011	3	Sil	field	MIL.70.A	MIL	8_19	p202	M1555	Ecotypes
M1956P873	8_0910.leaf	8_0910	leaf	ecotypes	2008	2011	3	Sil	field	JAM.16.A	JAM	8_19	p209	M1956	Ecotypes
M1978P317	8_0910.root	8_0910 	root	ecotypes	2008	2011	3	Sil	field	JAM.16.A	JAM	8_19	p203	M1978	Ecotypes
M1978P345	8_0911.leaf	8_0911	leaf	ecotypes	2008	2012	4	Sil	field	JAM.22.A	JAM	8_19	p203	M1978	Ecotypes
M1955P760	8_0911.root	8_0911	root	ecotypes	2008	2012	4	Sil	field	JAM.22.A	JAM	8_19	p208	M1955	Ecotypes
M1554P171	8_0914.leaf	8_0914	leaf	ecotypes	2008	2011	3	Mil	field	MIL.32.A1	MIL	8_20	p201	M1554	Ecotypes
M1981P575	8_0914.root	8_0914	root	ecotypes	2008	2011	3	Mil	field	MIL.32.A1	MIL	8_20	p206	M1981	Ecotypes
M1551P51	8_0915.leaf	8_0915	leaf	ecotypes	2008	2011	3	Mil	field	MIL.50.A	MIL	8_20	p200	M1551	Ecotypes
M1982P700	8_0915.root	8_0915	root	ecotypes	2008	2011	3	Mil	field	MIL.50.A	MIL	8_20	p207	M1982	Ecotypes
M1551P65	8_0922.leaf	8_0922	leaf	ecotypes	2008	2011	3	Mil	field	MAH.11.A	MAH	8_20	p200	M1551	Ecotypes
M1981P565	8_0922.root	8_0922	root	ecotypes	2008	2011	3	Mil	field	MAH.11.A	MAH	8_20	p206	M1981	Ecotypes
M1551P7	8_0926.leaf	8_0926	leaf	ecotypes	2008	2011	3	Mil	field	PAR.29.B2	PAR	8_20	p200	M1551	Ecotypes
M1979P449	8_0926.root	8_0926	root	ecotypes	2008	2011	3	Mil	field	PAR.29.B2	PAR	8_20	p204	M1979	Ecotypes
M1979P420	8_0932.leaf	8_0932	leaf	ecotypes	2008	2011	3	Mil	field	MIL.54.A	MIL	8_20	p204	M1979	Ecotypes
M1982P670	8_0932.root	8_0932	root	ecotypes	2008	2011	3	Mil	field	MIL.54.A	MIL	8_20	p207	M1982	Ecotypes
M1554P126	8_0942.leaf	8_0942	leaf	ecotypes	2008	2011	3	Mil	field	MIL.53.A	MIL	8_20	p201	M1554	Ecotypes
M1981P614	8_0942.root	8_0942	root	ecotypes	2008	2011	3	Mil	field	MIL.53.A	MIL	8_20	p206	M1981	Ecotypes
M1551P70	8_0958.leaf	8_0958	leaf	ecotypes	2008	2011	3	Mil	field	MIL.60.A	MIL	8_20	p200	M1551	Ecotypes
M1955P766	8_0958.root	8_0958	root	ecotypes	2008	2011	3	Mil	field	MIL.60.A	MIL	8_20	p208	M1955	Ecotypes
M1980P510	8_0961.leaf	8_0961	leaf	ecotypes	2008	2011	3	Mah	field	SILupper.2	SIL	8_21	p205	M1980	Ecotypes
M1980P513	8_0961.root	8_0961	root	ecotypes	2008	2011	3	Mah	field	SILupper.2	SIL	8_21	p205	M1980	Ecotypes
M1554P168	8_0964.leaf	8_0964	leaf	ecotypes	2008	2012	4	Mah	field	PAR.10.A6	PAR	8_21	p201	M1554	Ecotypes
M1980P497	8_0964.root	8_0964	root	ecotypes	2008	2012	4	Mah	field	PAR.10.A6	PAR	8_21	p205	M1980	Ecotypes
M1551P2	8_0965.leaf	8_0965	leaf	ecotypes	2008	2012	4	Mah	field	JAM.17.A	JAM	8_21	p200	M1551	Ecotypes
M1981P571	8_0969.root	8_0969	root	ecotypes	2008	2012	4	Mah	field	JAM.15.A	JAM	8_21	p206	M1981	Ecotypes
M1981P619	8_0970.root	8_0970	root	ecotypes	2008	2011	3	Mah	field	MIL.68.B	MIL	8_21	p206	M1981	Ecotypes
M1551P12	8_0971.leaf	8_0971	leaf	ecotypes	2008	2012	4	Mah	field	PAR.9.A1	PAR	8_21	p200	M1551	Ecotypes
M1959P1113	8_0971.root	8_0971	root	ecotypes	2008	2012	4	Mah	field	PAR.9.A1	PAR	8_21	p212	M1959	Ecotypes
M1980P489	8_0976.leaf	8_0976	leaf	ecotypes	2008	2011	3	Mah	field	JAM.1.A	JAM	8_21	p205	M1980	Ecotypes
M1981P573	8_0976.root	8_0976	root	ecotypes	2008	2011	3	Mah	field	JAM.1.A	JAM	8_21	p206	M1981	Ecotypes
M1554P116	8_0982.leaf	8_0982	leaf	ecotypes	2008	2012	4	Mah	field	MAH.8.A1	MAH	8_21	p201	M1554	Ecotypes
M1981P621	8_0982.root	8_0982	root	ecotypes	2008	2012	4	Mah	field	MAH.8.A1	MAH	8_21	p206	M1981	Ecotypes
M1980P512	8_0983.root	8_0983	root	ecotypes	2008	2012	4	Mah	field	JAM.22.A	JAM	8_21	p205	M1980	Ecotypes
M1960P1279	8_0985.leaf	8_0985	leaf	ecotypes	2008	2012	4	Mah	field	MAH.48.A	MAH	8_21	p213	M1960	Ecotypes
M1980P483	8_0991.leaf	8_0991	leaf	ecotypes	2008	2011	3	Mah	field	MAH.38.B	MAH	8_21	p205	M1980	Ecotypes
M1955P738	8_0991.root	8_0991	root	ecotypes	2008	2011	3	Mah	field	MAH.38.B	MAH	8_21	p208	M1955	Ecotypes
M1982P672	8_0993.root	8_0993	root	ecotypes	2008	2012	4	Mah	field	MIL.32.A1	MIL	8_21	p207	M1982	Ecotypes
M1980P464	8_0998.leaf	8_0998	leaf	ecotypes	2008	2011	3	Mah	field	SILLow.7	SIL	8_21	p205	M1980	Ecotypes
M1982P730	8_0998.root	8_0998	root	ecotypes	2008	2011	3	Mah	field	SILLow.7	SIL	8_21	p207	M1982	Ecotypes
M1980P543	8_1003.leaf	8_1003	leaf	ecotypes	2008	2011	3	Mah	field	PAR.29.B2	PAR	8_21	p205	M1980	Ecotypes
M1981P598	8_1003.root	8_1003	root	ecotypes	2008	2011	3	Mah	field	PAR.29.B2	PAR	8_21	p206	M1981	Ecotypes
M1955P754	8_1006.leaf	8_1006	leaf	ecotypes	2008	2012	4	Mah	field	SILLow.3	SIL	8_21	p208	M1955	Ecotypes
M1961P1300	8_1006.root	8_1006	root	ecotypes	2008	2012	4	Mah	field	SILLow.3	SIL	8_21	p214	M1961	Ecotypes
M1978P355	8_1012.leaf	8_1012	leaf	ecotypes	2008	2012	4	Jam	field	JAM.22.A	JAM	8_22	p203	M1978	Ecotypes
M1981P633	8_1012.root	8_1012	root	ecotypes	2008	2012	4	Jam	field	JAM.22.A	JAM	8_22	p206	M1981	Ecotypes
M1980P505	8_1013.leaf	8_1013	leaf	ecotypes	2008	2011	3	Jam	field	PAR.22.A2	PAR	8_22	p205	M1980	Ecotypes
M1551P48	8_1013.root	8_1013 	root	ecotypes	2008	2011	3	Jam	field	PAR.22.A2	PAR	8_22	p200	M1551	Ecotypes
M1981P582	8_1023.leaf	8_1023	leaf	ecotypes	2008	2011	3	Jam	field	MIL.68.B	MIL	8_22	p206	M1981	Ecotypes
M1979P370	8_1023.root	8_1023 	root	ecotypes	2008	2011	3	Jam	field	MIL.68.B	MIL	8_22	p204	M1979	Ecotypes
M1982P679	8_1032.leaf	8_1032	leaf	ecotypes	2008	2011	3	Jam	field	JAM.15.A	JAM	8_22	p207	M1982	Ecotypes
M1978P359	8_1032.root	8_1032 	root	ecotypes	2008	2011	3	Jam	field	JAM.15.A	JAM	8_22	p203	M1978	Ecotypes
M1551P42	8_1043.leaf	8_1043	leaf	ecotypes	2008	2012	4	Jam	field	MIL.32.A1	MIL	8_22	p200	M1551	Ecotypes
M1956P894	8_1043.root	8_1043	root	ecotypes	2008	2012	4	Jam	field	MIL.32.A1	MIL	8_22	p209	M1956	Ecotypes
M1979P441	8_1047.leaf	8_1047	leaf	ecotypes	2008	2011	3	Jam	field	MAH.48.A	MAH	8_22	p204	M1979	Ecotypes
M1551P80	8_1047.root	8_1047 	root	ecotypes	2008	2011	3	Jam	field	MAH.48.A	MAH	8_22	p200	M1551	Ecotypes
M1982P663	8_1048.leaf	8_1048	leaf	ecotypes	2008	2011	3	Jam	field	SILLow.2	SIL	8_22	p207	M1982	Ecotypes
M1551P31	8_1048.root	8_1048 	root	ecotypes	2008	2011	3	Jam	field	SILLow.2	SIL	8_22	p200	M1551	Ecotypes
M1956P915	8_1061.leaf	8_1061	leaf	ecotypes	2008	2011	3	Sil	field	MIL.54.A	MIL	8_23	p209	M1956	Ecotypes
M1978P327	8_1061.root	8_1061 	root	ecotypes	2008	2011	3	Sil	field	MIL.54.A	MIL	8_23	p203	M1978	Ecotypes
M1961P1338	8_1064.leaf	8_1064	leaf	ecotypes	2008	2011	3	Sil	field	PAR.29.B2	PAR	8_23	p214	M1961	Ecotypes
M1554P130	8_1064.root	8_1064 	root	ecotypes	2008	2011	3	Sil	field	PAR.29.B2	PAR	8_23	p201	M1554	Ecotypes
M1979P393	8_1067.leaf	8_1067	leaf	ecotypes	2008	2012	4	Sil	field	SILLow.3	SIL	8_23	p204	M1979	Ecotypes
M1979P452	8_1067.root	8_1067	root	ecotypes	2008	2012	4	Sil	field	SILLow.3	SIL	8_23	p204	M1979	Ecotypes
M1977P1737	8_1069.leaf	8_1069	leaf	ecotypes	2008	2011	3	Sil	field	JAM.40.A	JAM	8_23	p217	M1977	Ecotypes
M1554P119	8_1069.root	8_1069 	root	ecotypes	2008	2011	3	Sil	field	JAM.40.A	JAM	8_23	p201	M1554	Ecotypes
M1961P1369	8_1071.leaf	8_1071	leaf	ecotypes	2008	2011	3	Sil	field	SILupper.2	SIL	8_23	p214	M1961	Ecotypes
M1555P232	8_1071.root	8_1071 	root	ecotypes	2008	2011	3	Sil	field	SILupper.2	SIL	8_23	p202	M1555	Ecotypes
M1959P1171	8_1076.leaf	8_1076 	leaf	ecotypes	2008	2011	3	Sil	field	MAH.5.A	MAH	8_23	p212	M1959	Ecotypes
M1978P314	8_1076.root	8_1076 	root	ecotypes	2008	2011	3	Sil	field	MAH.5.A	MAH	8_23	p203	M1978	Ecotypes
M1981P562	8_1077.root	8_1077	root	ecotypes	2008	2012	4	Sil	field	JAM.22.A	JAM	8_23	p206	M1981	Ecotypes
M1978P332	8_1104.leaf	8_1104	leaf	ecotypes	2008	2012	4	Sil	field	PAR.9.A1	PAR	8_23	p203	M1978	Ecotypes
M1958P1041	8_1104.root	8_1104	root	ecotypes	2008	2012	4	Sil	field	PAR.9.A1	PAR	8_23	p211	M1958	Ecotypes
M1555P245	8_1137.leaf	8_1137	leaf	ecotypes	2008	2011	3	Mil	field	JAM.1.A	JAM	8_24	p202	M1555	Ecotypes
M1955P759	8_1137.root	8_1137	root	ecotypes	2008	2011	3	Mil	field	JAM.1.A	JAM	8_24	p208	M1955	Ecotypes
M1555P250	8_1140.leaf	8_1140	leaf	ecotypes	2008	2011	3	Mil	field	SILLow.8	SIL	8_24	p202	M1555	Ecotypes
M1982P710	8_1140.root	8_1140	root	ecotypes	2008	2011	3	Mil	field	SILLow.8	SIL	8_24	p207	M1982	Ecotypes
M1955P817	8_1203.leaf	8_1203	leaf	ecotypes	2008	2011	3	Sil	field	MAH.38.B	MAH	8_26	p208	M1955	Ecotypes
M1554P160	8_1203.root	8_1203 	root	ecotypes	2008	2011	3	Sil	field	MAH.38.B	MAH	8_26	p201	M1554	Ecotypes
M1957P1002	8_1204.leaf	8_1204	leaf	ecotypes	2008	2011	3	Sil	field	SILLow.8	SIL	8_26	p210	M1957	Ecotypes
M1554P175	8_1204.root	8_1204 	root	ecotypes	2008	2011	3	Sil	field	SILLow.8	SIL	8_26	p201	M1554	Ecotypes
M1961P1321	8_1209.leaf	8_1209	leaf	ecotypes	2008	2011	3	Sil	field	PAR.22.A2	PAR	8_26	p214	M1961	Ecotypes
M1978P290	8_1209.root	8_1209 	root	ecotypes	2008	2011	3	Sil	field	PAR.22.A2	PAR	8_26	p203	M1978	Ecotypes
M1959P1164	8_1213.root	8_1213	root	ecotypes	2008	2012	4	Sil	field	PAR.10.A6	PAR	8_26	p212	M1959	Ecotypes
M1960P1254	8_1214.leaf	8_1214	leaf	ecotypes	2008	2011	3	Sil	field	JAM.40.A	JAM	8_26	p213	M1960	Ecotypes
M1979P417	8_1214.root	8_1214 	root	ecotypes	2008	2011	3	Sil	field	JAM.40.A	JAM	8_26	p204	M1979	Ecotypes
M1979P402	8_1216.leaf	8_1216	leaf	ecotypes	2008	2012	4	Sil	field	SILLow.3	SIL	8_26	p204	M1979	Ecotypes
M1956P871	8_1216.root	8_1216	root	ecotypes	2008	2012	4	Sil	field	SILLow.3	SIL	8_26	p209	M1956	Ecotypes
M1979P405	8_1218.leaf	8_1218	leaf	ecotypes	2008	2012	4	Sil	field	PAR.9.A1	PAR	8_26	p204	M1979	Ecotypes
M1981P620	8_1218.root	8_1218	root	ecotypes	2008	2012	4	Sil	field	PAR.9.A1	PAR	8_26	p206	M1981	Ecotypes
M1554P109	8_1224.leaf	8_1224	leaf	ecotypes	2008	2012	4	Sil	field	JAM.22.A	JAM	8_26	p201	M1554	Ecotypes
M1982P715	8_1224.root	8_1224	root	ecotypes	2008	2012	4	Sil	field	JAM.22.A	JAM	8_26	p207	M1982	Ecotypes
M1960P1224	8_1225.leaf	8_1225	leaf	ecotypes	2008	2011	3	Sil	field	MIL.54.A	MIL	8_26	p213	M1960	Ecotypes
M1555P265	8_1225.root	8_1225 	root	ecotypes	2008	2011	3	Sil	field	MIL.54.A	MIL	8_26	p202	M1555	Ecotypes
M1980P509	8_1226.leaf	8_1226	leaf	ecotypes	2008	2012	4	Sil	field	MAH.8.A1	MAH	8_26	p205	M1980	Ecotypes
M1981P592	8_1226.root	8_1226	root	ecotypes	2008	2012	4	Sil	field	MAH.8.A1	MAH	8_26	p206	M1981	Ecotypes
M1979P396	8_1232.leaf	8_1232	leaf	ecotypes	2008	2012	4	Sil	field	JAM.17.A	JAM	8_26	p204	M1979	Ecotypes
M1955P788	8_1232.root	8_1232	root	ecotypes	2008	2012	4	Sil	field	JAM.17.A	JAM	8_26	p208	M1955	Ecotypes
M1981P560	8_1298.leaf	8_1298	leaf	ecotypes	2008	2011	3	Mah	field	PAR.9.A1	PAR	8_28	p206	M1981	Ecotypes
M1982P720	8_1298.root	8_1298	root	ecotypes	2008	2011	3	Mah	field	PAR.9.A1	PAR	8_28	p207	M1982	Ecotypes
M1980P503	8_1322.leaf	8_1322	leaf	ecotypes	2008	2011	3	Mah	field	JAM.7.B	JAM	8_28	p205	M1980	Ecotypes
M1981P591	8_1322.root	8_1322	root	ecotypes	2008	2011	3	Mah	field	JAM.7.B	JAM	8_28	p206	M1981	Ecotypes
M1979P442	8_1324.leaf	8_1324	leaf	ecotypes	2008	2011	3	Mah	field	SILLow.3	SIL	8_28	p204	M1979	Ecotypes
M1977P1706	8_1324.root	8_1324	root	ecotypes	2008	2011	3	Mah	field	SILLow.3	SIL	8_28	p217	M1977	Ecotypes
M1981P636	8_1333.leaf	8_1333	leaf	ecotypes	2008	2011	3	Mah	field	MAH.16.A	MAH	8_28	p206	M1981	Ecotypes
M1980P534	8_1333.root	8_1333	root	ecotypes	2008	2011	3	Mah	field	MAH.16.A	MAH	8_28	p205	M1980	Ecotypes
M1981P555	8_1335.leaf	8_1335	leaf	ecotypes	2008	2011	3	Mah	field	SILupper.2	SIL	8_28	p206	M1981	Ecotypes
M1981P594	8_1335.root	8_1335	root	ecotypes	2008	2011	3	Mah	field	SILupper.2	SIL	8_28	p206	M1981	Ecotypes
M1980P541	8_1337.leaf	8_1337	leaf	ecotypes	2008	2011	3	Mah	field	MIL.32.A1	MIL	8_28	p205	M1980	Ecotypes
M1980P519	8_1337.root	8_1337	root	ecotypes	2008	2011	3	Mah	field	MIL.32.A1	MIL	8_28	p205	M1980	Ecotypes
M1978P338	8_1361.leaf	8_1361	leaf	ecotypes	2008	2012	4	Jam	field	SILLow.3	SIL	8_29	p203	M1978	Ecotypes
M1958P1048	8_1361.root	8_1361	root	ecotypes	2008	2012	4	Jam	field	SILLow.3	SIL	8_29	p211	M1958	Ecotypes
M1979P440	8_1368.leaf	8_1368	leaf	ecotypes	2008	2011	3	Jam	field	JAM.15.A	JAM	8_29	p204	M1979	Ecotypes
M1554P103	8_1368.root	8_1368 	root	ecotypes	2008	2011	3	Jam	field	JAM.15.A	JAM	8_29	p201	M1554	Ecotypes
M1555P253	8_1370.leaf	8_1370	leaf	ecotypes	2008	2012	4	Jam	field	JAM.22.A	JAM	8_29	p202	M1555	Ecotypes
M1982P732	8_1370.root	8_1370	root	ecotypes	2008	2012	4	Jam	field	JAM.22.A	JAM	8_29	p207	M1982	Ecotypes
M1978P368	8_1377.leaf	8_1377	leaf	ecotypes	2008	2012	4	Jam	field	MAH.48.A	MAH	8_29	p203	M1978	Ecotypes
M1957P949	8_1377.root	8_1377	root	ecotypes	2008	2012	4	Jam	field	MAH.48.A	MAH	8_29	p210	M1957	Ecotypes
M1980P484	8_1378.leaf	8_1378	leaf	ecotypes	2008	2011	3	Jam	field	MAH.16.A	MAH	8_29	p205	M1980	Ecotypes
M1555P216	8_1378.root	8_1378 	root	ecotypes	2008	2011	3	Jam	field	MAH.16.A	MAH	8_29	p202	M1555	Ecotypes
M1981P639	8_1382.leaf	8_1382	leaf	ecotypes	2008	2011	3	Jam	field	MIL.70.A	MIL	8_29	p206	M1981	Ecotypes
M1551P81	8_1382.root	8_1382 	root	ecotypes	2008	2011	3	Jam	field	MIL.70.A	MIL	8_29	p200	M1551	Ecotypes
M1978P305	8_1384.leaf	8_1384	leaf	ecotypes	2008	2012	4	Jam	field	PAR.10.A6	PAR	8_29	p203	M1978	Ecotypes
M1980P493	8_1384.root	8_1384	root	ecotypes	2008	2012	4	Jam	field	PAR.10.A6	PAR	8_29	p205	M1980	Ecotypes
M1981P626	8_1388.leaf	8_1388	leaf	ecotypes	2008	2011	3	Jam	field	SILLow.7	SIL	8_29	p206	M1981	Ecotypes
M1554P179	8_1388.root	8_1388 	root	ecotypes	2008	2011	3	Jam	field	SILLow.7	SIL	8_29	p201	M1554	Ecotypes
M1981P593	8_1389.leaf	8_1389	leaf	ecotypes	2008	2011	3	Jam	field	PAR.9.A1	PAR	8_29	p206	M1981	Ecotypes
M1555P272	8_1389.root	8_1389 	root	ecotypes	2008	2011	3	Jam	field	PAR.9.A1	PAR	8_29	p202	M1555	Ecotypes
M1554P102	8_1400.leaf	8_1400	leaf	ecotypes	2008	2011	3	Mil	field	MAH.16.A	MAH	8_30	p201	M1554	Ecotypes
M1980P547	8_1400.root	8_1400	root	ecotypes	2008	2011	3	Mil	field	MAH.16.A	MAH	8_30	p205	M1980	Ecotypes
M1979P377	8_1436.leaf	8_1436	leaf	ecotypes	2008	2011	3	Mil	field	MIL.54.A	MIL	8_30	p204	M1979	Ecotypes
M1955P741	8_1436.root	8_1436	root	ecotypes	2008	2011	3	Mil	field	MIL.54.A	MIL	8_30	p208	M1955	Ecotypes
M1957P964	8_A_2.root	8_A_2	root	ecoGH	NA	2011	NA	Duke	PARsoil	mil54A	MIL	b08	p210	M1957	Ecotypes
M1959P1133	8_A_3.root	8_A_3	root	ecoGH	NA	2011	NA	Duke	PARsoil	par10A6	PAR	b08	p212	M1959	Ecotypes
M1959P1147	8_A_4.root	8_A_4	root	ecoGH	NA	2011	NA	Duke	PARsoil	silLow6B	SIL	b08	p212	M1959	Ecotypes
M1958P1028	8_A_5.root	8_A_5	root	ecoGH	NA	2011	NA	Duke	PARsoil	silUpp2B	SIL	b08	p211	M1958	Ecotypes
M1960P1246	8_A_6.root	8_A_6	root	ecoGH	NA	2011	NA	Duke	PARsoil	par13A	PAR	b08	p213	M1960	Ecotypes
M1955P825	8_A_8.root	8_A_8	root	ecoGH	NA	2011	NA	Duke	PARsoil	silLow3	SIL	b08	p208	M1955	Ecotypes
M1959P1153	8_B_10.root	8_B_10	root	ecoGH	NA	2011	NA	Duke	PARsoil	mah38B	MAH	b08	p212	M1959	Ecotypes
M1960P1197	8_B_5.root	8_B_5	root	ecoGH	NA	2011	NA	Duke	PARsoil	silLow6B	SIL	b08	p213	M1960	Ecotypes
M1960P1243	8_C_1.root	8_C_1	root	ecoGH	NA	2011	NA	Duke	PARsoil	jam6A	JAM	b08	p213	M1960	Ecotypes
